Action taken,Cause,"City, County",Emissions estimation method,Event began,Event ended,Physical location,Regulated entity RN number,Regulated entity name,This is based on the,Type(s) of air emissions event,report_id
DCP REPAIRED CHECK VALVES ON METERS. FLARING WAS USED TO MINIMIZE EMISSIONS UNTIL DCP WAS ABLE TO RESTORE PLANT TO NORMAL OPERATIONS.,DCP PLANT TURBINE ISSUES.,"GOLDSMITH, ECTOR","Gas analysis and flowrate were used to estimate emissions based on the following formulas: Emissions Calculations: NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 BTU CO = MCF flared x CO factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 BTU Gas was flared to reduce the hydrocarbon and/or H2S emissions to the atmosphere. NMNE NG = MCF flared x 50 lb/mole x mole/.379 MCF x mol % NMNE NG x 0.02 NMNE NG % = 100% - Methane % - Ethane % - Carbon Dioxide % - Nitrogen % H2S = MCF flared x 34 lb/mole x mole/.379 MCF x mol % H2S/100 x 0.02 SO2 = MCF flared x 64 lb/mole x mole/.379 MCF x mol % H2S/100 x 0.98 Attachment A - Rule Compliance Demonstration Request This information request was extracted from TCEQ Rule 101 .222(a-b) regarding demonstration criteria. These responses should be addressed under the appropriate sections of the final report for the incident eg; Cause of Emissions Event, Actions Taken to Minimize Emissions, and Any Additional Information Necessary to Evaluate the Event. (1) How many reportable and recordable emissions events (including this incident) have occurred at the facility/facilities contributing emissions during this incident for the 12 month period prior to this incident? ~6 (2) What were the facility/facilities otal actual operating hours during the past 12 months? 8760 (3) Identify the cause or causes of the emissions event and include all contributing factors that led to the emissions event. Discuss how the emissions event could not have been avoided by good design, maintenance, and operation practices, if applicable. Discuss any sudden breakdown of equipment or process that was beyond the owner/operator's control, if applicable. DCP PLANT TURBINE ISSUES. FLARING WAS USED TO MINIMIZE EMISSIONS UNTIL DCP WAS ABLE TO RESTORE PLANT TO NORMAL OPERATIONS. (4) How were the air pollution control equipment or processes (if any) maintained and operated in a manner consistent with good practice for minimizing emissions and reducing the number of emissions events? Flaring was used to minimize emissions. Flares were properly operated. (5) How soon was action taken to achieve compliance once the operator knew or should have known that applicable emission limitations were being exceeded? Once the control panel shut the compressor down gas was immediately routed to the flare (6) How were the amount and duration of the unauthorized emissions and any bypass of pollution control equipment minimized? Emissions were minimized by use of a flare. The flare is the control device, functioned properly, and there was no pollution control equipment bypass. (7) What was the operational status of all emission monitoring systems at the facility/facilities during this emissions event? If any emission monitoring systems were not kept in operation during the emissions event, explain why they weren¿t kept in operation. No monitoring systems are required for this site. Field gas production from this site was diverted to the flare and the flare remained ignited until the pressures dropped below the rated pressures for the equipment at this site. (8) How were the owner or operator¿s actions in response to the unauthorized emissions contemporaneously documented? The TCEQ STEERS reporting system was used to provide initial notice of the event. The em ission estimates were calculated by use of the g as flow r a te and ga s analysi s. (9) Have other simil",08/23/2017 4:00PM,08/25/2017 1:00PM,4.2 M NW OF INTX SH-302 AND FM-866,RN102303211,GSAU CENTRAL BATTERY,FINAL REPORT,EMISSIONS EVENT,266141
"Operations notified maintenance immediately to troubleshoot and investigate the shutdown. Maintenance tech investigated and discovered a broken bearing on the cooling fan. Tech replaced the pulley and sheave and restarted the unit. Once CM-14 acid gas compressor was restarted the emissions event to Acid Gas emergency flare, F4 ended.","CM-14, acid gas compressor, was shut down by safety controls showing cooling fan vibration. Acid gas was routed from CM-14 to the emergency acid gas flare, F4.","CRANE, CRANE",Formulas Used in Reporting Table Below: SO2 Emissions (in Pounds)=[Process Stream Volume(SCF)X(%H2S)X Mole Wt. SO2(64)/385.4616]X(.98) Hydrocarbon Emissions(in Pounds)=[Process Stream Volume(SCF)X Mole% Component X Mole Weight of Component/385.4616]X(1-%DRE) NOx Emissions(in pounds)= Total Heating Value of Process Stream Flared MMBtu X 0.138lb/MMBtu NO/NO2 ratio 95/5%,08/01/2017 7:00AM,08/01/2017 1:10PM,5601 FM 1053,RN102552031,SAND HILLS GAS PLANT,FINAL REPORT,EMISSIONS EVENT,266143
,The unauthorized discharged occurred in the 100 block of Moody St around a manhole that is in a vacant field. The amount discharged was 100 gallons and the cause was shop rags in the city main.,"SWEETWATER, NOLAN",,08/24/2017 11:00AM,08/24/2017 12:00PM,"Located on CR 109, 0.6 mile north of the intersection of FM 1856 and Interstate Highway 20 in Nolan County",RN102834306,CITY OF SWEETWATER WWTP,FINAL REPORT,WASTEWATER BYPASS,266145
,Debris blockage in the mainline resulted in an SSO of 220 gallons at 5044 Rexton Rd. The mainline has been scheduled for cleaning and inspection. The overflow area was neutralized with dechlor water and micro-aid.,"DALLAS, DALLAS",,08/23/2017 9:10AM,08/23/2017 11:00AM,,RN101549061,CITY OF DALLAS CENTRAL WWTF,FINAL REPORT,WASTEWATER BYPASS,266147
,Debris blockage on a 10-inch mainline resulted in a 230 gallons SSO at 13900 Maham Rd. The mainline has be scheduled for cleaning and inspection. The overflow area was neutralized with dechlor water and micro-aid.,"DALLAS, DALLAS",,08/17/2017 1:30PM,08/17/2017 3:25PM,,RN101549061,CITY OF DALLAS CENTRAL WWTF,FINAL REPORT,WASTEWATER BYPASS,266148
Operations restarted the unit immediately after power was restored.,"CM-14, Acid Gas Compressor, went down due to a third party electrical outage. This routed acid gas to the emergency acid gas flare, F4.","CRANE, CRANE",Formulas Used in Reporting Table Below: SO2 Emissions(in pounds)=[Process Stream Volume(SCF)X(%H2S)X Mole Wt. SO2(64)/385.4616]X(.98) Hydrocarbon Emissions(in pounds)=[Process Stream Volume(SCF)X Mole% Component X Mole Weight of Component/385.4616]X(1-% DRE) NOx Emissions(in pounds)= Total Heating Value Process Stream Flared MMBtu X 0.138lb/MMBtu NO/NO2 ratio 95/5%,08/05/2017 8:00PM,08/05/2017 8:09PM,5601 FM 1053,RN102552031,SAND HILLS GAS PLANT,FINAL REPORT,EMISSIONS EVENT,266151
,Heavy rain cause an unknown volume of SSO from manhole #SM5365 at 617 Sierra Dr. Area cleaned and disinfected. Location added to list of I/I problem areas.,", DALLAS",,08/17/2017 8:18AM,08/21/2017 8:40AM,,RN103767299,CITY OF MESQUITE,FINAL REPORT,WASTEWATER BYPASS,266152
,"Effluent E. coli level was 78 mpn/100 ml which exceeded the authorization for reclaimed water maximum single grab sample limit of 75 mpn/100 ml for type I reclaimed water quality. The cause of the non compliance has not been identified. Plant was operating properly and effluent chlorine residual levels were with an acceptable range at the time of the sampling. Presence of E.Coli is an indicator that disease causing organisms may be present in reclaimed water. Operator investigated disinfection system operation, calibrated equipment and chlorine dosage was increased. The existing gas chlorination system is reaching the end of its service life and is scheduled for refurbishment and conversion to sodium hopochlorite system in the near future.","HOUSTON, HARRIS",,07/26/2017 9:00AM,08/01/2017 8:55AM,LOCATED APPROX 3000 FT W OF FM 149 SH 249 AND APPROX 4000 FT S OF CYPRESS CRK IN HARRIS CO TX,RN103885927,HARRIS COUNTY MUD 230,FINAL REPORT,WASTEWATER BYPASS,266153
,"The Houston Refining Terminal (HRT) settling pond is utilized for settling of petroleum coke solids before discharge out of Outfall 001 to Sims Bayou. The site experienced several small rainfalls during early August which raised the level of the pond to the level that a water discharge was necessary to maintain the site's BMP of 2 feet of freeboard. Samples, as required by the permit were taken and will be reported on the August 2017 DMR. The sample measured TSS of 179 mg/L. This exceeded the permitted maximum value of 85 mg/L. HRT has implemented several TSS reduction measures. One was to dredge the pond of settled solids. It is believed that th epond is still settling from the disturbance caused by the dredging improvement project. Furthermore HRT is still in process of fully implementing new TSS reduction measures including new outfall piping, natural filtration, bull rock, and silt fencing.","HOUSTON, HARRIS",,08/08/2017 3:00PM,08/09/2017 3:00PM,,RN101610376,SIMS BAYOU TERMINAL,FINAL REPORT,WASTEWATER BYPASS,266154
,"Sewer overflow occured at 23802 Glen Loch Dr, Spring TX 77380 within the property of the sewer plant. The overflow went across the ground and into the detention pond a depth of 1 inch. Backed up the line. VFD failures to all life station pumps. Control failure due to electrical problem combined with control problems. Chlorinated lightly. Working with the engineer and contractor to resolve the control panel issues. VFD controls have yet to be accepted. Alamr issue has been resolved so we will be aware of failures sooner next time.","THE WOODLANDS, MONTGOMERY",,08/18/2017 5:30AM,08/18/2017 3:00PM,MONTGOMERY,RN102095205,MONTGOMERY COUNTY WCID 1,FINAL REPORT,WASTEWATER BYPASS,266155
Emergency procedures are being followed to safely shutdown the unit.,The FCCU 2 unit was shut down due to a catalyst leak in the regen slide valve. Preliminary data shows excess opacity emissions above a reportable quantity from the shutdown. This report is being submitted out of abundance of caution. Calculations will be confirmed and updated for the Final report.,"CORPUS CHRISTI, NUECES",Process data and professional judgment.,08/24/2017 11:06AM,08/24/2017 5:06PM,7350 INTERSTATE HWY 37,RN100238799,CITGO CORPUS CHRISTI REFINERY - WEST PLANT,INITIAL REPORT,EMISSIONS EVENT,266156
,"8"" force main from lift station 9 located at Mulberry and West Fifth, cracked pipe, over sidewalk to street curb and gutter to storm drain inlet. Lift station was shut down, vaccuumed gutter and area storm drain piping. Seciton of force main was replaced.",", BRAZORIA",,08/05/2017 9:55AM,08/05/2017 11:05AM,LOCATED IMMEDIATELY S OF THE STATE HWY 36 BRIDGE ON THE E BANK OF THE BRAZOS RIVER DIVERSION CANAL,RN102184025,CENTRAL WWTP,FINAL REPORT,WASTEWATER BYPASS,266157
,"6 manholes located at 3415 Lily Ranch Dr, 3439 Lily Ranch Dr, 3418 Lily Ranch Dr, 3519 Lilac Ranch Dr, 3527 Gardenia Ranch, & intersection fo Lake Dr & Katy Creek Ranch overflowed. The lift pumps at Lift station 1 tripped and caused a backup in the system. The autodiler did not call out. The operator reset the lift pumps and the lift station began pumping down the system. The autodialer is being investigated as to why it did not call out for a high level and a subcontractor is invetigating why the lift pumps tripped.",", FORT BEND",,08/02/2017 10:20PM,08/02/2017 11:40PM,"1730 OCOTILLO CT, KATY, TX",RN102286846,HOUSTON AREA DEV,FINAL REPORT,WASTEWATER BYPASS,266160
,The facility had a TSS exceedance above 40% of the permit limit in July 2017. The facility was preparing to remove sludge from the retention plan as a corrective acdtion and diverted water from teh pond to the frac tanks as preparation. One of the frac tanks overfilled and spilled of filtered back wash water to the ground. All water had obsorvbed and nothing left the plant site.,"LAPORTE, HARRIS",,07/31/2017 6:00PM,08/01/2017 9:00AM,,RN102146446,PRAXAIR,FINAL REPORT,WASTEWATER BYPASS,266161
"Based on the five month late notification and information obtained during the investigation, it is uncertain if this spill occurred and if it involved a reportable quantity. In addition, visual observations made during the spill indicated that there was no contamination remaining at the location. This incident is being closed.","On August 22, 2017, at 10:21 hours, Mr. Dennis Lamaster, Owner, SPX First Response, called with a report of a spill. On March 20, 2017, at approximately 08:30 hours, a semi-truck got into a collision with another vehicle. This caused a release an estimated 150 gallons from the saddle tank. The spill occurred on the south bound shoulder of Highway 79 south at 5894 US 79 South, Henderson, Rusk County, Texas. The semi-truck involved in the accident was owned by: Mack Anthony Trucking LLC P.O. Box 545 Woodville, TX 75979 Phone (318) 472-6865 POC: Unknown","HENDERSON, RUSK","On August 23, 2017, at approximately 16:30 hours, the investigator arrived at the location of the spill. Since the spill occurred over 5 months ago, the truck involved in the accident had been removed and there were no personnel present. The area where the accident occurred was evident due to some broken automotive glass and vehicle ruts in the dirt on the road shoulder. There did not appear to be any impacted soils remaining at the location and there was no distressed vegetation. In addition, there did not appear to be any impact to waters of the State.",03/20/2017 8:30AM,03/20/2017 9:00AM,,RN104036173,GENERIC INCIDENT ZIP CODE 75654,INITIAL REPORT,EMERGENCY RESPONSE,266163
,Heavy rain event resulted in an SSO at the WWTP. SSO came out of manholes in the plant and EQ basin. SSO returned to headworks for treatment and affected areas cleaned.,"COMMERCE, HUNT",,08/13/2017 5:00PM,08/14/2017 8:00PM,LOCATED APPROX 0.5 MI S OF CHARITY RD AND FM 3218 ON THE E SIDE OF FM 3218 IN HUNT COUNTY TX,RN102178233,CITY OF COMMERCE WWTF,FINAL REPORT,WASTEWATER BYPASS,266165
,"Heavy rain event resulted in a 5,000 gallons SSO from a manhole behind 4712 Merritt Rd. Smoke testing and appropriate repairs to be performed. Debris and solids removed and affected areas disinfected.",", DALLAS",,08/14/2017 8:00AM,08/14/2017 11:00AM,,RN101197747,CITY OF SACHSE,FINAL REPORT,WASTEWATER BYPASS,266167
,Insufficient dissolved oxygen in the process due to ongoing issues with the air distribution system caused NH3 & day average to exceed permit limits by over 40%. The air distribution is being carefully monitored and undergoing constant adjustments to maximize efficiency. The contractor has completed repairs on one of the aeration basins. Teh repaired basin was put back into service on 7/8/17.,"HOUSTON, HARRIS",,07/16/2017,07/22/2017,"On the Northwest corner of the intersections of West Houston Center Boulevard and Alief Clodine Road in the CIty of Houston, Harris County, Texas",RN101607174,UPPER BRAYS WWTP,FINAL REPORT,WASTEWATER BYPASS,266168
,"The manhole at 301 Park Haven overflowed. Vacuumed area, spread HTH, replaced floats at lift station.",", MONTGOMERY",,08/01/2017 1:30PM,08/01/2017 2:50PM,END OF PARKHAVEN CIRCLE IN MONTGOMERY COUNTY - KEY MAP 155E 1.25 MILES N NW OF INTERSECTION OF HUFFMEISTER AND SPRING CYPRESS,RN102860814,LAKE CONROE FOREST WWTP,FINAL REPORT,WASTEWATER BYPASS,266169
,"Nh3 daily max exceeded permit limit by greater than 40%. Measuerd value 16 mg/L, permit limit 10 mg/L. High solids resulting from sludge dryinger breakdowns combined with aeration blower failures caused incomplete treatment of anmmonia nitrogen.","HOUSTON, HARRIS",,07/21/2017,07/21/2017,,RN100217140,ALMEDA SIMS WWTP,FINAL REPORT,WASTEWATER BYPASS,266170
,"Line blockage on a mainline 1,000 ft. behind Branding Iron MHP resulted in an SSO of 3,000 gallons. Damaged line repaired, line jetted, and affected areas cleaned and disinfected.","COMMERCE, HUNT",,08/15/2017 5:30PM,08/15/2017 9:00PM,LOCATED APPROX 0.5 MI S OF CHARITY RD AND FM 3218 ON THE E SIDE OF FM 3218 IN HUNT COUNTY TX,RN102178233,CITY OF COMMERCE WWTF,FINAL REPORT,WASTEWATER BYPASS,266171
,"HIGH SOLIDS RESULTING FROM SLUDGE DRYGER BREAKDOWNS COMBINED WITH AERATION BLOWER FAILURES CAUSED INCOMPLETE TREATMENT OF AMMONIA NITROGEN. measured value 9 mg/L, permit limit 6 mg/L. Aeration blower was repaired, sludge dryers are back in service.","HOUSTON, HARRIS",,07/16/2017,07/22/2017,,RN100217140,ALMEDA SIMS WWTP,FINAL REPORT,WASTEWATER BYPASS,266172
,"Measured value 15 mg/L, permitted limit 10 mg/L. High solids resulting from sludge dryer breakdowns combined with aeration blower failures caused incomplete treatment of ammonia nitrogen. Permit limit exceeded by greater than 40%. Process adjustments were made to maximize treatment. Aeration blower was repaired and sludge dryers are back in service.","HOUSTON, HARRIS",,07/20/2017,07/20/2017,,RN100217140,ALMEDA SIMS WWTP,FINAL REPORT,WASTEWATER BYPASS,266173
,A sump containing process wastewater overflowed to outfall 4. UPon discovery equipment repaires were made which allowed process wastewater to be pumped to treatment with a subsequent discharge to outfall 5. Identification of the unintended discharge of process wastewater was delayed because it commingled with authorized wastewater being discharged. The incident is under investigation and additional equipment repairsd and adjustments will be made as necessary.,"DEER PARK, HARRIS",,08/17/2017 4:30PM,08/22/2017 11:30PM,,RN100225879,DEER PARK PVC,FINAL REPORT,WASTEWATER BYPASS,266175
"Reduce plant inventories, curtail receipts of inlet gas stream, direct gas to flare for safe destruction.",Control shutdown of the site due to Hurricane Harvey.,"CORPUS CHRISTI, NUECES",Emissions estimated for initial report. Actual event emissions will be included in the final report.,08/24/2017 9:35AM,09/01/2017 5:35PM,,RN102190139,JAVELINA GAS PROCESSING FACILITY,INITIAL REPORT,EMISSIONS EVENT,266176
"Vent gas was routed to the Olefin’s Dry Flare, EPN 11,for thermal destruction.",Preparation for predicted hurricane necessitated flaring on the Olefin flare.,"CORPUS CHRISTI, NUECES",Calculations are based on the flare flow and engineering estimations. Final emission numbers will be sent with the final STEERS report.,08/24/2017 6:40PM,08/25/2017 12:40AM,,RN100221662,EQUISTAR CORPUS CHRISTI PLANT,INITIAL REPORT,EMISSIONS EVENT,266177
