Action taken,Cause,"City, County",Emissions estimation method,Event began,Event ended,Physical location,Regulated entity RN number,Regulated entity name,This is based on the,Type(s) of air emissions event,report_id
Curtailed FCC operations and routed regenerator emissions through the Electrostatic Precipitator (ESP) during start up to minimize emissions. Performed maintenance on the FGR and returned to service.,Immediate cause of the Fluid Catalystic Cracking (FCC) unit trip was differential pressure across a slide valve. A trip of the Flare Gas Recovery (FGR) compressors due to loss of cooling resulted in flaring. An incident investigation is under way.,"PASADENA, HARRIS","Engineering estimates for the ESP stack emissions and emissions calculations using flare flow measurements, and analyzer data for the flare emissions. PM from the ESP stack exceeded the RQ of 100 pounds for unlisted compounds. SO2 emissions from the west flare exceeded the RQ of 500 pounds.",01/28/2016 5:59AM,01/28/2016 8:00PM,111 RED BLUFF RD,RN100716661,PASADENA REFINING SYSTEM,FINAL REPORT,EMISSIONS EVENT,226833
The facility took immediate corrective actions upon discovery and began to remediate the area.,The Port Arthur Refinery experienced a loss of primary containment to the ground due to flange leaks along the Debutanizer Light Straight Run (DBLSR) line.,"PORT ARTHUR, JEFFERSON",Engineering Calculations.,01/28/2016 1:15PM,01/28/2016 2:05PM,,RN100209451,PORT ARTHUR REFINERY,FINAL REPORT,EMISSIONS EVENT,226868
Temperatures were optimized during the spall to increase the effectiveness and minimize the amount of time needed to have an effective spall.,East Plant performed a planned spall of the FCCU2 expander. This spall is part of maintenance activities needed for continued reliable operation of the expander. The Electrostatic Precipitator (ESP) was offline due to known safety issues from spalling with the ESP energized.,"CORPUS CHRISTI, NUECES",Process data and professional judgment. The analyzer data from the CEMS were used to calculate emissions during the activity. Opacity ranged from 22% to 60% during the maintenance activity.,01/29/2016 6:00PM,01/30/2016 4:00PM,1802 NUECES BAY BLVD CORPUS CHRISTI TX,RN102555166,CITGO CORPUS CHRISTI REFINERY EAST PLANT,FINAL REPORT,MAINTENANCE,226891
"As required by Special Condition 13 of Permit No. 19806, during the time the CEMS data was not validated, the ammonia feed rate to the SCR Unit was maintained at the same rate as the last valid data. On 2/7/2016, EB-1B-505 was shut down due to mechanical issues. On 2/9/2016, TPC initiated a Root Cause Analysis (RCA) to review instrumentation and reporting systems for 1B505. The RCA will be completed by March 31, 2016.","EB-1B-505, the DH2 Heat Recovery Boiler, exceeded its permit limit for NOx beyond the RQ of 200 lbs in 24 hours starting at 10:00 am on 1/22/2016. There were intermittent periods exceeding the RQ until 2/7/2016 at 01:00. During this period, the Ammonia and NOx CEMS analyzers failed validation from 1/21/2016 until 1/29/2016. Technicians from the CEMS supplier worked with Site personnel to troubleshoot and resolve the analyzer and data management problems. The preliminary cause appears to be tied to the SCR performance noted in Incident No. 221-667.","HOUSTON, HARRIS",Emission estimates for this event were calculated using raw data from the CEMS analyzers and converting it to emission rates. These values were recorded in the data historian (IP21) as part of our continuous monitoring system. A third party consultant was also on site conducting stack sampling at times while the analyzers were not passing validation.,01/22/2016 10:00AM,02/06/2016 11:00AM,,RN100219526,HOUSTON PLANT,FINAL REPORT,EMISSIONS EVENT,226904
"*** NOTE THIS EVENT WAS NON-REPORTABLE WITHIN A 24 HOUR PERIOD *** SRU2 feed from Amine and Sour Water Stripper Units was stopped, feed to SRU1 was increased, and SRU2 was returned to operation as quickly as possible.",*** NOTE THIS EVENT WAS NON-REPORTABLE WITHIN A 24 HOUR PERIOD *** The SRU2 unit shutdown as a result of a thermal reactor air blower trip. The #2 SRU Tail Gas Treater subsequently tripped.,"CORPUS CHRISTI, NUECES",Calculations were based on data from the process units and engineering design information.,01/31/2016,01/31/2016 12:52AM,1300 CANTWELL LANE,RN100211663,VALERO CORPUS CHRISTI REFINERY EAST PLANT,FINAL REPORT,EMISSIONS EVENT,226922
"Routed streams to authorized control device, reduced unit feed rate, and flare gas recovery also reduced the venting to the flare and SO2 emissions. Maintenance personnel were called out and operations returned to normal after repairs were made.",The Coker Unit vented to the Complex 7 Main Flare due to a coupling failure between a gearbox and the off gas compressor causing the compressor to go down.,"CORPUS CHRISTI, NUECES",Process data and engineering calculations.,02/01/2016 5:19PM,02/01/2016 8:20PM,1300 CANTWELL LANE,RN100211663,VALERO CORPUS CHRISTI REFINERY EAST PLANT,FINAL REPORT,EMISSIONS EVENT,227049
Enterprise recovered as much hydrocarbon as possible from process vessels and piping prior to clearing this equipment with nitrogen to the flare. The flare was maintained and operated to ensure good combustion of the remaining hydrocarbons.,Enterprise performed maintenance in the Splitter IV unit.,"MONT BELVIEU, CHAMBERS","The emissions in this report are based on measured data, engineering calculations, and TCEQ approved flare methodologies.",02/08/2016 3:00AM,02/16/2016 8:00PM,,RN102323268,ENTERPRISE MONT BELVIEU COMPLEX,FINAL REPORT,MAINTENANCE,227198
"The H2S shed plan was initiated to reduce emissions. Units were shut down or placed on circulation to minimize H2s generators. Once was restored to the SRU unit, H2S processing capacity was regained.",A loss of electrical supply at the West Plant SRU resulted in flaring and combustion of high H2S in the fuel gas. The H2S shed plan was initiated to reduce emissions. The event resulted in an exceedance of emissions above a reportable quantity.,"CORPUS CHRISTI, NUECES",Process data and professional judgment.,02/05/2016 5:30AM,02/05/2016 11:32AM,7350 INTERSTATE HWY 37,RN100238799,CITGO CORPUS CHRISTI REFINERY - WEST PLANT,FINAL REPORT,EMISSIONS EVENT,227234
The facility has taken action to stabilize the unit and reduce emissions.,The Port Arthur Refinery experienced a process excursion that resulted in intermittent emissions from pressure relief valves.,"PORT ARTHUR, JEFFERSON",Engineering Calculations.,01/09/2016,01/16/2016,,RN100209451,PORT ARTHUR REFINERY,FINAL REPORT,EMISSIONS EVENT,227240
Line was isolated for repairs to minimize emissions.,Hole in pipe resulted in air emissions.,"BAYTOWN, HARRIS",Portions of the unit emissions are authorized by Permit #18287/PSD-TX-730M4/PAL7. Basis for emissions estimate includes process and engineering knowledge and historical data. VOCs represent a mixture of C5+. This event has ended. There was minimal impact to production. We expect to meet our contractual commitments.,02/06/2016 4:00PM,02/09/2016 4:00AM,,RN102579307,EXXON MOBIL BAYTOWN REFINERY,FINAL REPORT,EMISSIONS EVENT,227253
Enterprise utilized good engineering practices and plans during the restart activities. The North Plant flare was maintained and operated during the restart activities to ensure vented hydrocarbons are properly combusted.,Enterprise restarted the BEF unit after completing scheduled maintenance activities.,"MONT BELVIEU, CHAMBERS","The emissions in this report are based on measured data, engineering calculations, and TCEQ approved flare methodologies.",02/16/2016 12:00PM,02/29/2016 4:00PM,,RN102323268,ENTERPRISE MONT BELVIEU COMPLEX,FINAL REPORT,AIR STARTUP,227290
Follow Standard Operating Procedures in event there is a power interruption. There were no flaring events associated with this activity.,Installation of replacement electrical breakers. This maintenance activity is tentatively scheduled for 02/09/16. Scheduled installation of electrical breakers did not result in emissions.,"PORT ARTHUR, JEFFERSON","Listed emissions are potential, based on a previous event. There were no emissions generated from this activity.",02/09/2016 8:00AM,02/10/2016 8:00AM,WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS,RN100209857,CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY,FINAL REPORT,MAINTENANCE,227325
The process unit was shut down and all emissions were routed to the flare. The instrument air line was repaired.,"On 2/6/2016 at 12:45 pm, the instrument air line to the primary compressor controllers broke. The loss of air flow caused the primary compressor to unload and increased the suction pressure to the point where it vented to the flare. The unit was shut down in a controlled manner. All emissions were routed to the flare.","LA PORTE, HARRIS","Process knowledge, analytical data, and engineering calculations.",02/06/2016 12:45PM,02/06/2016 2:20PM,APPROXIMATELY 1 MILE NORTH OF HIGHWAY 225 ON MILLER CUT OFF RD,RN100210319,EQUISTAR CHEMICALS LA PORTE COMPLEX,FINAL REPORT,EMISSIONS EVENT,227481
"Process streams were routed to the flare to minimize emissions. Event has concluded, and normal operations have resumed. No impact to production is anticipated as a result of this event.",Sulfur Plant unit upset led to flaring.,"BEAUMONT, JEFFERSON",Engineering Calculations.,02/10/2016 10:34AM,02/10/2016 3:24PM,,RN102450756,EXXONMOBIL BEAUMONT REFINERY,FINAL REPORT,EMISSIONS EVENT,227541
The operators attempted to immediately close the drain on the Drum and had difficulty with the stuck drain valve. An upstream block valve was then utilized to shut off flow from the Compressor Recycle Suction Drum to the Fuel Gas Scrubber within one minute after the PSV was lifted. The drain valve is currently blocked off until it can be repaired or replaced.,"The operators are required to manually drain Compressor Recycle Suction Drum 54V4 twice a shift. The operators were manually draining the Compressor Recycle Suction Drum for a second time during the shift when the 1” drain valve would not fully close. This resulted in hydrogen pressure to quickly build and over-pressure the Pressure Safety Valve (PSV) on the Fuel Gas Scrubber and relieve into the Flare Gas Recovery System (FGRS). The sudden spike in pressure into the FGRS caused flaring to occur at the South Flare, (EPN 53SOUTHFLR) for eleven minutes.","PORT ARTHUR, JEFFERSON",Final emission estimates were determined using process data and engineering calculations.,02/15/2016 3:36AM,02/15/2016 3:47AM,INTX OF HWY 366 & 32 ST,RN102457520,TOTAL PETRO CHEMICALS & REFINING USA PORT ARTHUR REFINERY,FINAL REPORT,EMISSIONS EVENT,227670
"Leak was isolated, rates of affected units were reduced, and FCCU-2 was shut down.",Hole in pipe on J-4A discharge resulted in safe utilization of the flare system by FCCU-2.,"BAYTOWN, HARRIS","Portions of the unit emissions are authorized by Permit #18287/PSD-TX-730M4/PAL. Emission estimates were calculated using engineering knowledge, analyzer data, flow meter data, AP-42 emission factors, and historical data. VOC’s represent a mixture of C5+. This event has ended. There is minimal impact to production. We expect to meet our contractual commitments.",02/14/2016 11:30PM,02/15/2016 4:30PM,,RN102579307,EXXON MOBIL BAYTOWN REFINERY,FINAL REPORT,EMISSIONS EVENT,227674
The valve was only opened as long as necessary to clear the reactor of impurities. The total active stack clearing time was 58 seconds. One valve was opened four times to complete the reactor impurity purging: The valve was opened for 8 seconds at 10:09 AM. The valve was opened for 12 seconds at 10:10 AM. The valve was opened for 14 seconds at 10:11 AM. The valve was opened for 24 seconds at 10:14 AM.,This maintenance procedure involved clearing the reactor prior to startup. The valve was only held open long enough to clear impurities from the reactor.,"FREEPORT, BRAZORIA",Engineering principles.,02/17/2016 10:09AM,02/17/2016 10:14AM,,RN100225945,DOW TEXAS OPERATIONS FREEPORT,FINAL REPORT,MAINTENANCE,227774
